model,model_family,model_params_B,n_layers_total,ablated_concept,measured_concept,on_target,cav_method,layer_condition,layer_numeric,layer_depth_frac,layer_type,alpha,auc,baseline_auc,delta_auc,syn_mean,ant_mean,gap,baseline_syn_mean,baseline_nonsyn_mean,baseline_gap,n_syn_pairs,n_ant_pairs,n_comparisons,on_target_bool,auc_drop,baseline_passes_chance,concept_category,measured_concept_category,same_category,n_concepts_evaluated
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L6,6,0.5,single_mid,3.0,0.6125,0.6875,0.07499999999999996,0.9994986712932586,0.9993874728679657,0.00011119842529294655,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,chef,False,mean_diff,L6,6,0.5,single_mid,3.0,0.6,0.675,0.07500000000000007,0.9996644914150238,0.999653771519661,1.07198953628318e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,doctor,False,mean_diff,L6,6,0.5,single_mid,3.0,0.75,0.75,0.0,0.99974684715271,0.9996648654341698,8.198171854023606e-05,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,king,False,mean_diff,L6,6,0.5,single_mid,3.0,0.8,0.8,0.0,0.9996777296066284,0.9993388429284096,0.00033888667821879714,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L6,6,0.5,single_mid,6.0,0.5125,0.6875,0.17500000000000004,0.9996169328689575,0.9995895996689796,2.7333199977830347e-05,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.175,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,king,False,mean_diff,L6,6,0.5,single_mid,6.0,0.7875,0.8,0.012500000000000067,0.9998569786548615,0.9997025802731514,0.0001543983817100525,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,soldier,False,mean_diff,L6,6,0.5,single_mid,6.0,0.825,0.8,-0.02499999999999991,0.999893057346344,0.9998476803302765,4.537701606754929e-05,0.9997423708438873,0.9996350854635239,0.00010728538036341995,10,8,80,0,-0.025,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,writer,False,mean_diff,L6,6,0.5,single_mid,6.0,0.8,0.7875,-0.012500000000000067,0.9998767971992493,0.9998442456126213,3.2551586627960205e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,-0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L6,6,0.5,single_mid,10.0,0.4875,0.6875,0.2,0.9998043954372406,0.9997968003153801,7.595121860548559e-06,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.2,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,fisherman,False,mean_diff,L6,6,0.5,single_mid,10.0,0.8375,0.8875,0.04999999999999993,0.9999463319778442,0.999905176460743,4.115551710126564e-05,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.05,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,carpenter,False,mean_diff,L6,6,0.5,single_mid,10.0,0.525,0.6,0.07499999999999996,0.9999240100383758,0.9998847991228104,3.921091556546852e-05,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,wolf,False,mean_diff,L6,6,0.5,single_mid,10.0,0.65,0.6,-0.050000000000000044,0.9999145984649658,0.9998901635408401,2.4434924125626978e-05,0.9994979739189148,0.9993927851319313,0.0001051887869835122,10,8,80,0,-0.05,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L6,6,0.5,single_mid,15.0,0.5,0.6875,0.1875,0.9999036431312561,0.999902106821537,1.5363097191078978e-06,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.1875,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,painter,False,mean_diff,L6,6,0.5,single_mid,15.0,0.7125,0.725,0.012499999999999956,0.999977707862854,0.9999731481075287,4.559755325317383e-06,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,king,False,mean_diff,L6,6,0.5,single_mid,15.0,0.8,0.8,0.0,0.9999753355979919,0.9999485537409782,2.6781857013657984e-05,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,fire,False,mean_diff,L6,6,0.5,single_mid,15.0,0.575,0.575,0.0,0.9999667346477509,0.999971054494381,-4.319846630074231e-06,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L6,6,0.5,single_mid,20.0,0.4625,0.6875,0.22499999999999998,0.9999437153339386,0.9999436885118484,2.682209010451686e-08,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.225,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,photographer,False,mean_diff,L6,6,0.5,single_mid,20.0,0.3875,0.5625,0.175,0.9999846577644348,0.9999874979257584,-2.8401613235695677e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,0,0.175,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,king,False,mean_diff,L6,6,0.5,single_mid,20.0,0.8,0.8,0.0,0.9999864101409912,0.9999717995524406,1.4610588550567627e-05,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,candle,False,mean_diff,L6,6,0.5,single_mid,20.0,0.675,0.7,0.02499999999999991,0.9999842584133148,0.9999834299087524,8.285045624001341e-07,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,10,8,80,0,0.025,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L9,9,0.75,single_late,3.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,bee,False,mean_diff,L9,9,0.75,single_late,3.0,0.675,0.675,0.0,0.9995457410812378,0.9994441419839859,0.0001015990972519365,0.9995457410812378,0.9994441419839859,0.0001015990972519365,10,8,80,0,0.0,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,fire,False,mean_diff,L9,9,0.75,single_late,3.0,0.575,0.575,0.0,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,musician,False,mean_diff,L9,9,0.75,single_late,3.0,0.625,0.625,0.0,0.999637120962143,0.9994960278272629,0.00014109313488008812,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L9,9,0.75,single_late,6.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,musician,False,mean_diff,L9,9,0.75,single_late,6.0,0.625,0.625,0.0,0.999637120962143,0.9994960278272629,0.00014109313488008812,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,knight,False,mean_diff,L9,9,0.75,single_late,6.0,0.7375,0.7375,0.0,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,painter,False,mean_diff,L9,9,0.75,single_late,6.0,0.725,0.725,0.0,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L9,9,0.75,single_late,10.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,writer,False,mean_diff,L9,9,0.75,single_late,10.0,0.7875,0.7875,0.0,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,painter,False,mean_diff,L9,9,0.75,single_late,10.0,0.725,0.725,0.0,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,soldier,False,mean_diff,L9,9,0.75,single_late,10.0,0.8,0.8,0.0,0.9997423708438873,0.9996350854635239,0.00010728538036341995,0.9997423708438873,0.9996350854635239,0.00010728538036341995,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L9,9,0.75,single_late,15.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,carpenter,False,mean_diff,L9,9,0.75,single_late,15.0,0.6,0.6,0.0,0.9996031284332275,0.9994245320558548,0.0001785963773727195,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,painter,False,mean_diff,L9,9,0.75,single_late,15.0,0.725,0.725,0.0,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,fisherman,False,mean_diff,L9,9,0.75,single_late,15.0,0.8875,0.8875,0.0,0.9996949911117554,0.9994518980383873,0.00024309307336811692,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L9,9,0.75,single_late,20.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,knight,False,mean_diff,L9,9,0.75,single_late,20.0,0.7375,0.7375,0.0,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,lock,False,mean_diff,L9,9,0.75,single_late,20.0,0.5375,0.5375,0.0,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,bee,False,mean_diff,L9,9,0.75,single_late,20.0,0.675,0.675,0.0,0.9995457410812378,0.9994441419839859,0.0001015990972519365,0.9995457410812378,0.9994441419839859,0.0001015990972519365,10,8,80,0,0.0,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L10,10,0.83,single_deep,3.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,lock,False,mean_diff,L10,10,0.83,single_deep,3.0,0.5375,0.5375,0.0,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,chef,False,mean_diff,L10,10,0.83,single_deep,3.0,0.675,0.675,0.0,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,king,False,mean_diff,L10,10,0.83,single_deep,3.0,0.8,0.8,0.0,0.9996477603912354,0.9993156790733337,0.00033208131790163353,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L10,10,0.83,single_deep,6.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,king,False,mean_diff,L10,10,0.83,single_deep,6.0,0.8,0.8,0.0,0.9996477603912354,0.9993156790733337,0.00033208131790163353,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,painter,False,mean_diff,L10,10,0.83,single_deep,6.0,0.725,0.725,0.0,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,musician,False,mean_diff,L10,10,0.83,single_deep,6.0,0.625,0.625,0.0,0.999637120962143,0.9994960278272629,0.00014109313488008812,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L10,10,0.83,single_deep,10.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,chef,False,mean_diff,L10,10,0.83,single_deep,10.0,0.675,0.675,0.0,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,fisherman,False,mean_diff,L10,10,0.83,single_deep,10.0,0.8875,0.8875,0.0,0.9996949911117554,0.9994518980383873,0.00024309307336811692,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,painter,False,mean_diff,L10,10,0.83,single_deep,10.0,0.725,0.725,0.0,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L10,10,0.83,single_deep,15.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,photographer,False,mean_diff,L10,10,0.83,single_deep,15.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,fire,False,mean_diff,L10,10,0.83,single_deep,15.0,0.575,0.575,0.0,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,king,False,mean_diff,L10,10,0.83,single_deep,15.0,0.8,0.8,0.0,0.9996477603912354,0.9993156790733337,0.00033208131790163353,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,L10,10,0.83,single_deep,20.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,writer,False,mean_diff,L10,10,0.83,single_deep,20.0,0.7875,0.7875,0.0,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,chef,False,mean_diff,L10,10,0.83,single_deep,20.0,0.675,0.675,0.0,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,musician,False,mean_diff,L10,10,0.83,single_deep,20.0,0.625,0.625,0.0,0.999637120962143,0.9994960278272629,0.00014109313488008812,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,all_layers,-1,1.0,all_layers,3.0,0.6125,0.6875,0.07499999999999996,0.9994986712932586,0.9993874728679657,0.00011119842529294655,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,wolf,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,0.625,0.6,-0.025000000000000022,0.9995314717292786,0.9994232133030891,0.00010825842618944481,0.9994979739189148,0.9993927851319313,0.0001051887869835122,10,8,80,0,-0.025,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,bee,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,0.6875,0.675,-0.012499999999999956,0.9995691418647766,0.9994688928127289,0.0001002490520477517,0.9995457410812378,0.9994441419839859,0.0001015990972519365,10,8,80,0,-0.0125,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,fire,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,0.5625,0.575,0.012499999999999956,0.9995747923851013,0.9996185824275017,-4.3790042400404516e-05,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,10,8,80,0,0.0125,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,all_layers,-1,1.0,all_layers,6.0,0.5125,0.6875,0.17500000000000004,0.9996169328689575,0.9995895996689796,2.7333199977830347e-05,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.175,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,lock,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,0.5125,0.5375,0.025000000000000022,0.9998030006885529,0.9998279511928558,-2.495050430295631e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.025,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,pirate,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,0.6625,0.7125,0.050000000000000044,0.9997771620750427,0.9998419508337975,-6.478875875470802e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,0,0.05,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,writer,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,0.8,0.7875,-0.012500000000000067,0.9998767971992493,0.9998442456126213,3.2551586627960205e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,-0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,all_layers,-1,1.0,all_layers,10.0,0.4875,0.6875,0.2,0.9998043954372406,0.9997968003153801,7.595121860548559e-06,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.2,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,carpenter,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,0.525,0.6,0.07499999999999996,0.9999240100383758,0.9998847991228104,3.921091556546852e-05,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,writer,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,0.775,0.7875,0.012499999999999956,0.9999514937400817,0.9999383315443993,1.3162195682481226e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,chef,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,0.4375,0.675,0.23750000000000004,0.9998838782310486,0.9999067261815071,-2.2847950458482202e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.2375,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,all_layers,-1,1.0,all_layers,15.0,0.5,0.6875,0.1875,0.9999036431312561,0.999902106821537,1.5363097191078978e-06,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.1875,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,tailor,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,0.825,0.775,-0.04999999999999993,0.9999741971492767,0.999949149787426,2.504736185071632e-05,0.9996613085269928,0.9994079247117043,0.0002533838152884993,10,8,80,0,-0.05,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,candle,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,0.675,0.7,0.02499999999999991,0.9999711334705352,0.9999696314334869,1.5020370482954348e-06,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,10,8,80,0,0.025,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,musician,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,0.5625,0.625,0.0625,0.9999682486057282,0.9999586343765259,9.614229202314917e-06,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0625,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,mean_diff,all_layers,-1,1.0,all_layers,20.0,0.4625,0.6875,0.22499999999999998,0.9999437153339386,0.9999436885118484,2.682209010451686e-08,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.225,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,fisherman,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,0.825,0.8875,0.0625,0.9999873220920563,0.9999778568744659,9.46521759037644e-06,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.0625,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,king,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,0.8,0.8,0.0,0.9999864101409912,0.9999717995524406,1.4610588550567627e-05,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,pirate,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,0.6625,0.7125,0.050000000000000044,0.9999795973300933,0.9999866485595703,-7.05122947697312e-06,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,0,0.05,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L6,6,0.5,single_mid,3.0,0.6125,0.6875,0.07499999999999996,0.9995203673839569,0.9994188621640205,0.00010150521993634865,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,musician,False,svm,L6,6,0.5,single_mid,3.0,0.625,0.625,0.0,0.9996270418167115,0.9994932413101196,0.00013380050659184128,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,chef,False,svm,L6,6,0.5,single_mid,3.0,0.65,0.675,0.025000000000000022,0.9996746480464935,0.999633215367794,4.143267869949341e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.025,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,doctor,False,svm,L6,6,0.5,single_mid,3.0,0.75,0.75,0.0,0.9997338712215423,0.9996378049254417,9.606629610059425e-05,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L6,6,0.5,single_mid,6.0,0.475,0.6875,0.21250000000000002,0.9992273688316345,0.9992315918207169,-4.222989082314221e-06,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.2125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,knight,False,svm,L6,6,0.5,single_mid,6.0,0.6625,0.7375,0.07500000000000007,0.9997054040431976,0.9996473491191864,5.805492401123047e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,bee,False,svm,L6,6,0.5,single_mid,6.0,0.675,0.675,0.0,0.999525249004364,0.9994252100586891,0.00010003894567489624,0.9995457410812378,0.9994441419839859,0.0001015990972519365,10,8,80,0,0.0,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,lock,False,svm,L6,6,0.5,single_mid,6.0,0.4875,0.5375,0.04999999999999999,0.9995263695716858,0.9995675683021545,-4.119873046870559e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.05,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L6,6,0.5,single_mid,10.0,0.3625,0.6875,0.325,0.9984687209129334,0.9987469390034676,-0.000278218090534188,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.325,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,knight,False,svm,L6,6,0.5,single_mid,10.0,0.6,0.7375,0.13750000000000007,0.999638843536377,0.999609500169754,2.9343366622969214e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.1375,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,lock,False,svm,L6,6,0.5,single_mid,10.0,0.5,0.5375,0.03749999999999998,0.9994346797466278,0.9995023608207703,-6.768107414245605e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.0375,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,fisherman,False,svm,L6,6,0.5,single_mid,10.0,0.8625,0.8875,0.02499999999999991,0.9995980262756348,0.9992171972990036,0.00038082897663116455,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.025,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L6,6,0.5,single_mid,15.0,0.325,0.6875,0.3625,0.997071385383606,0.9979221820831299,-0.0008507966995239258,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.3625,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,doctor,False,svm,L6,6,0.5,single_mid,15.0,0.8,0.75,-0.050000000000000044,0.9996719837188721,0.9993206858634949,0.0003512978553772417,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,-0.05,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,carpenter,False,svm,L6,6,0.5,single_mid,15.0,0.5875,0.6,0.012499999999999956,0.9993556320667267,0.9986692443490028,0.0006863877177238908,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.0125,1,profession,profession,1,20
