model,model_family,model_params_B,n_layers_total,ablated_concept,measured_concept,on_target,cav_method,layer_condition,layer_numeric,layer_depth_frac,layer_type,alpha,auc,baseline_auc,delta_auc,syn_mean,ant_mean,gap,baseline_syn_mean,baseline_nonsyn_mean,baseline_gap,n_syn_pairs,n_ant_pairs,n_comparisons,on_target_bool,auc_drop,baseline_passes_chance,concept_category,measured_concept_category,same_category,n_concepts_evaluated
pythia_28b,text,2.8,32,photographer,photographer,True,svm,all_layers,-1,1.0,all_layers,15.0,0.275,0.7,0.42499999999999993,0.8482421875,0.832672119140625,0.015570068359375022,0.985888671875,0.98248291015625,0.0034057617187499556,10,8,80,1,0.425,1,profession,profession,1,18
pythia_28b,text,2.8,32,photographer,bird,False,svm,all_layers,-1,1.0,all_layers,15.0,0.4375,0.575,0.13749999999999996,0.99404296875,0.998046875,-0.004003906250000022,0.979736328125,0.9783935546875,0.0013427734375,10,8,80,0,0.1375,1,profession,animal,0,18
pythia_28b,text,2.8,32,photographer,tailor,False,svm,all_layers,-1,1.0,all_layers,15.0,0.525,0.7375,0.21250000000000002,0.9947265625,0.99127197265625,0.003454589843750022,0.98447265625,0.97637939453125,0.008093261718750022,10,8,80,0,0.2125,1,profession,profession,1,18
pythia_28b,text,2.8,32,photographer,toothbrush,False,svm,all_layers,-1,1.0,all_layers,15.0,0.4875,0.65,0.16250000000000003,0.98994140625,0.99603271484375,-0.006091308593749956,0.982861328125,0.97802734375,0.004833984375000044,10,8,80,0,0.1625,1,profession,object,0,18
pythia_28b,text,2.8,32,photographer,photographer,True,svm,all_layers,-1,1.0,all_layers,20.0,0.4125,0.7,0.2875,0.9336181640625,0.75408935546875,0.17952880859374998,0.985888671875,0.98248291015625,0.0034057617187499556,10,8,80,1,0.2875,1,profession,profession,1,18
pythia_28b,text,2.8,32,photographer,painter,False,svm,all_layers,-1,1.0,all_layers,20.0,0.45,0.575,0.12499999999999994,0.998291015625,0.9979248046875,0.0003662109375,0.985302734375,0.98492431640625,0.0003784179687500444,10,8,80,0,0.125,1,profession,profession,1,18
pythia_28b,text,2.8,32,photographer,chef,False,svm,all_layers,-1,1.0,all_layers,20.0,0.325,0.5875,0.2625,0.999462890625,0.99932861328125,0.0001342773437500444,0.98583984375,0.9847412109375,0.0010986328125,10,8,80,0,0.2625,1,profession,profession,1,18
pythia_28b,text,2.8,32,photographer,penguin,False,svm,all_layers,-1,1.0,all_layers,20.0,0.5,0.55,0.050000000000000044,0.999365234375,0.99896240234375,0.0004028320312500222,0.984521484375,0.98260498046875,0.0019165039062499778,10,8,80,0,0.05,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L16,16,0.5,single_mid,3.0,0.7,0.725,0.025000000000000022,0.991259765625,0.98822021484375,0.0030395507812499556,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.025,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,fisherman,False,mean_diff,L16,16,0.5,single_mid,3.0,0.5625,0.6,0.03749999999999998,0.988134765625,0.98583984375,0.002294921875000022,0.984765625,0.98126220703125,0.003503417968749978,10,8,80,0,0.0375,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,baker,False,mean_diff,L16,16,0.5,single_mid,3.0,0.5,0.5125,0.012499999999999956,0.98671875,0.986328125,0.0003906249999999778,0.98173828125,0.98089599609375,0.0008422851562499556,10,8,80,0,0.0125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bee,False,mean_diff,L16,16,0.5,single_mid,3.0,0.65,0.675,0.025000000000000022,0.9853515625,0.9822998046875,0.0030517578125,0.981103515625,0.97601318359375,0.005090332031249978,10,8,80,0,0.025,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L16,16,0.5,single_mid,6.0,0.7375,0.725,-0.012500000000000067,0.99326171875,0.9906005859375,0.002661132812500022,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,-0.0125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bee,False,mean_diff,L16,16,0.5,single_mid,6.0,0.65,0.675,0.025000000000000022,0.988330078125,0.986572265625,0.0017578124999999556,0.981103515625,0.97601318359375,0.005090332031249978,10,8,80,0,0.025,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,fisherman,False,mean_diff,L16,16,0.5,single_mid,6.0,0.625,0.6,-0.025000000000000022,0.990966796875,0.98870849609375,0.00225830078125,0.984765625,0.98126220703125,0.003503417968749978,10,8,80,0,-0.025,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,doctor,False,mean_diff,L16,16,0.5,single_mid,6.0,0.775,0.7875,0.012499999999999956,0.992626953125,0.9896240234375,0.0030029296875000444,0.985205078125,0.979736328125,0.005468750000000022,10,8,80,0,0.0125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L16,16,0.5,single_mid,10.0,0.6875,0.725,0.03749999999999998,0.99345703125,0.9903564453125,0.0031005859374999556,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.0375,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,penguin,False,mean_diff,L16,16,0.5,single_mid,10.0,0.3875,0.55,0.16250000000000003,0.987548828125,0.99078369140625,-0.00323486328125,0.984521484375,0.98260498046875,0.0019165039062499778,10,8,80,0,0.1625,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,knight,False,mean_diff,L16,16,0.5,single_mid,10.0,0.525,0.55,0.025000000000000022,0.992822265625,0.992431640625,0.0003906249999999778,0.981689453125,0.981689453125,0.0,10,8,80,0,0.025,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,fisherman,False,mean_diff,L16,16,0.5,single_mid,10.0,0.6,0.6,0.0,0.991064453125,0.98968505859375,0.0013793945312500222,0.984765625,0.98126220703125,0.003503417968749978,10,8,80,0,0.0,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L16,16,0.5,single_mid,15.0,0.7,0.725,0.025000000000000022,0.991943359375,0.98846435546875,0.00347900390625,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.025,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,king,False,mean_diff,L16,16,0.5,single_mid,15.0,0.775,0.7,-0.07500000000000007,0.993212890625,0.986572265625,0.006640624999999956,0.982177734375,0.97698974609375,0.00518798828125,10,8,80,0,-0.075,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,fisherman,False,mean_diff,L16,16,0.5,single_mid,15.0,0.6875,0.6,-0.08750000000000002,0.989892578125,0.98681640625,0.003076171874999978,0.984765625,0.98126220703125,0.003503417968749978,10,8,80,0,-0.0875,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,toothbrush,False,mean_diff,L16,16,0.5,single_mid,15.0,0.6375,0.65,0.012500000000000067,0.987939453125,0.98541259765625,0.002526855468749978,0.982861328125,0.97802734375,0.004833984375000044,10,8,80,0,0.0125,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L16,16,0.5,single_mid,20.0,0.6625,0.725,0.0625,0.991064453125,0.9879150390625,0.003149414062500022,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.0625,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,chef,False,mean_diff,L16,16,0.5,single_mid,20.0,0.6625,0.5875,-0.07499999999999996,0.992919921875,0.9901123046875,0.0028076171875,0.98583984375,0.9847412109375,0.0010986328125,10,8,80,0,-0.075,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,doctor,False,mean_diff,L16,16,0.5,single_mid,20.0,0.6,0.7875,0.1875,0.99375,0.99267578125,0.0010742187500000222,0.985205078125,0.979736328125,0.005468750000000022,10,8,80,0,0.1875,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,candle,False,mean_diff,L16,16,0.5,single_mid,20.0,0.45,0.55,0.10000000000000003,0.9875,0.99005126953125,-0.0025512695312499556,0.983544921875,0.98291015625,0.0006347656249999778,10,8,80,0,0.1,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L24,24,0.75,single_late,3.0,0.4875,0.725,0.2375,0.99873046875,0.998291015625,0.0004394531250000444,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.2375,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,king,False,mean_diff,L24,24,0.75,single_late,3.0,0.7625,0.7,-0.0625,0.998876953125,0.9979248046875,0.0009521484375000222,0.982177734375,0.97698974609375,0.00518798828125,10,8,80,0,-0.0625,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,tailor,False,mean_diff,L24,24,0.75,single_late,3.0,0.6875,0.7375,0.050000000000000044,0.99892578125,0.99822998046875,0.0006958007812499778,0.98447265625,0.97637939453125,0.008093261718750022,10,8,80,0,0.05,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,musician,False,mean_diff,L24,24,0.75,single_late,3.0,0.4875,0.65,0.16250000000000003,0.998974609375,0.99853515625,0.0004394531250000444,0.9849609375,0.98046875,0.004492187500000022,10,8,80,0,0.1625,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L24,24,0.75,single_late,6.0,0.525,0.725,0.19999999999999996,0.99970703125,0.99951171875,0.0001953125000000444,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.2,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,lock,False,mean_diff,L24,24,0.75,single_late,6.0,0.15,0.675,0.525,0.9998046875,0.9998779296875,-7.324218750004441e-05,0.986083984375,0.98382568359375,0.00225830078125,10,8,80,0,0.525,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,chef,False,mean_diff,L24,24,0.75,single_late,6.0,0.1,0.5875,0.48750000000000004,0.999658203125,0.9998779296875,-0.0002197265625000222,0.98583984375,0.9847412109375,0.0010986328125,10,8,80,0,0.4875,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bird,False,mean_diff,L24,24,0.75,single_late,6.0,0.4,0.575,0.17499999999999993,0.99970703125,0.9996337890625,7.324218750004441e-05,0.979736328125,0.9783935546875,0.0013427734375,10,8,80,0,0.175,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L24,24,0.75,single_late,10.0,0.325,0.725,0.39999999999999997,0.999951171875,0.99981689453125,0.0001342773437500444,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.4,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,carpenter,False,mean_diff,L24,24,0.75,single_late,10.0,0.4,0.7125,0.3125,1.000048828125,0.99981689453125,0.0002319335937499556,0.98642578125,0.97930908203125,0.007116699218750022,10,8,80,0,0.3125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,fisherman,False,mean_diff,L24,24,0.75,single_late,10.0,0.3125,0.6,0.2875,0.99990234375,0.99993896484375,-3.6621093750022204e-05,0.984765625,0.98126220703125,0.003503417968749978,10,8,80,0,0.2875,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,musician,False,mean_diff,L24,24,0.75,single_late,10.0,0.3,0.65,0.35000000000000003,0.9998046875,0.999755859375,4.882812499995559e-05,0.9849609375,0.98046875,0.004492187500000022,10,8,80,0,0.35,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L24,24,0.75,single_late,15.0,0.1125,0.725,0.6124999999999999,0.999951171875,0.99993896484375,1.2207031250044409e-05,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.6125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,tailor,False,mean_diff,L24,24,0.75,single_late,15.0,0.225,0.7375,0.5125000000000001,0.9998046875,0.99981689453125,-1.2207031250044409e-05,0.98447265625,0.97637939453125,0.008093261718750022,10,8,80,0,0.5125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,king,False,mean_diff,L24,24,0.75,single_late,15.0,0.1125,0.7,0.5874999999999999,0.999951171875,0.99993896484375,1.2207031250044409e-05,0.982177734375,0.97698974609375,0.00518798828125,10,8,80,0,0.5875,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bee,False,mean_diff,L24,24,0.75,single_late,15.0,0.2,0.675,0.47500000000000003,0.99990234375,0.9998779296875,2.4414062499977796e-05,0.981103515625,0.97601318359375,0.005090332031249978,10,8,80,0,0.475,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L24,24,0.75,single_late,20.0,0.25,0.725,0.475,0.999755859375,0.9998779296875,-0.0001220703125,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.475,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bee,False,mean_diff,L24,24,0.75,single_late,20.0,0.225,0.675,0.45000000000000007,0.9998046875,0.99981689453125,-1.2207031250044409e-05,0.981103515625,0.97601318359375,0.005090332031249978,10,8,80,0,0.45,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,painter,False,mean_diff,L24,24,0.75,single_late,20.0,0.1,0.575,0.475,0.99990234375,0.99993896484375,-3.6621093750022204e-05,0.985302734375,0.98492431640625,0.0003784179687500444,10,8,80,0,0.475,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,penguin,False,mean_diff,L24,24,0.75,single_late,20.0,0.1,0.55,0.45000000000000007,1.00009765625,1.0,9.765624999991118e-05,0.984521484375,0.98260498046875,0.0019165039062499778,10,8,80,0,0.45,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L27,27,0.84,single_deep,3.0,0.4375,0.725,0.2875,0.998779296875,0.99853515625,0.000244140625,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.2875,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,king,False,mean_diff,L27,27,0.84,single_deep,3.0,0.6875,0.7,0.012499999999999956,0.998876953125,0.9981689453125,0.0007080078125000222,0.982177734375,0.97698974609375,0.00518798828125,10,8,80,0,0.0125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,baker,False,mean_diff,L27,27,0.84,single_deep,3.0,0.5125,0.5125,0.0,0.99873046875,0.99847412109375,0.0002563476562500444,0.98173828125,0.98089599609375,0.0008422851562499556,10,8,80,0,0.0,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,penguin,False,mean_diff,L27,27,0.84,single_deep,3.0,0.3375,0.55,0.21250000000000002,0.998681640625,0.99884033203125,-0.0001586914062500222,0.984521484375,0.98260498046875,0.0019165039062499778,10,8,80,0,0.2125,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L27,27,0.84,single_deep,6.0,0.3125,0.725,0.4125,0.999658203125,0.99957275390625,8.54492187499778e-05,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.4125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,candle,False,mean_diff,L27,27,0.84,single_deep,6.0,0.275,0.55,0.275,0.999560546875,0.9996337890625,-7.324218750004441e-05,0.983544921875,0.98291015625,0.0006347656249999778,10,8,80,0,0.275,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,knight,False,mean_diff,L27,27,0.84,single_deep,6.0,0.1,0.55,0.45000000000000007,0.99970703125,0.9998779296875,-0.0001708984374999556,0.981689453125,0.981689453125,0.0,10,8,80,0,0.45,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,fisherman,False,mean_diff,L27,27,0.84,single_deep,6.0,0.325,0.6,0.27499999999999997,0.999560546875,0.99951171875,4.882812499995559e-05,0.984765625,0.98126220703125,0.003503417968749978,10,8,80,0,0.275,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L27,27,0.84,single_deep,10.0,0.2,0.725,0.5249999999999999,0.99990234375,0.9998779296875,2.4414062499977796e-05,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.525,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,photographer,False,mean_diff,L27,27,0.84,single_deep,10.0,0.2,0.7,0.49999999999999994,0.9998046875,0.99993896484375,-0.0001342773437500444,0.985888671875,0.98248291015625,0.0034057617187499556,10,8,80,0,0.5,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,knight,False,mean_diff,L27,27,0.84,single_deep,10.0,0.4,0.55,0.15000000000000002,0.99990234375,0.9998779296875,2.4414062499977796e-05,0.981689453125,0.981689453125,0.0,10,8,80,0,0.15,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bee,False,mean_diff,L27,27,0.84,single_deep,10.0,0.425,0.675,0.25000000000000006,0.999755859375,0.99957275390625,0.00018310546875,0.981103515625,0.97601318359375,0.005090332031249978,10,8,80,0,0.25,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L27,27,0.84,single_deep,15.0,0.0875,0.725,0.6375,0.999853515625,0.99993896484375,-8.54492187499778e-05,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.6375,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,candle,False,mean_diff,L27,27,0.84,single_deep,15.0,0.075,0.55,0.47500000000000003,0.9998046875,0.99993896484375,-0.0001342773437500444,0.983544921875,0.98291015625,0.0006347656249999778,10,8,80,0,0.475,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,doctor,False,mean_diff,L27,27,0.84,single_deep,15.0,0.325,0.7875,0.46249999999999997,1.00009765625,0.9998779296875,0.00021972656249991118,0.985205078125,0.979736328125,0.005468750000000022,10,8,80,0,0.4625,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,baker,False,mean_diff,L27,27,0.84,single_deep,15.0,0.3,0.5125,0.21249999999999997,0.99990234375,0.99981689453125,8.54492187499778e-05,0.98173828125,0.98089599609375,0.0008422851562499556,10,8,80,0,0.2125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,L27,27,0.84,single_deep,20.0,0.225,0.725,0.5,0.999951171875,0.9998779296875,7.324218750004441e-05,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.5,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,chef,False,mean_diff,L27,27,0.84,single_deep,20.0,0.075,0.5875,0.5125000000000001,0.9998046875,0.99993896484375,-0.0001342773437500444,0.98583984375,0.9847412109375,0.0010986328125,10,8,80,0,0.5125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,lock,False,mean_diff,L27,27,0.84,single_deep,20.0,0.325,0.675,0.35000000000000003,0.999951171875,0.99981689453125,0.0001342773437500444,0.986083984375,0.98382568359375,0.00225830078125,10,8,80,0,0.35,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,toothbrush,False,mean_diff,L27,27,0.84,single_deep,20.0,0.3375,0.65,0.3125,0.999951171875,0.99981689453125,0.0001342773437500444,0.982861328125,0.97802734375,0.004833984375000044,10,8,80,0,0.3125,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,all_layers,-1,1.0,all_layers,3.0,0.45,0.725,0.27499999999999997,0.999609375,0.99951171875,9.76562500000222e-05,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.275,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,painter,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,0.2625,0.575,0.31249999999999994,0.99951171875,0.99957275390625,-6.103515625e-05,0.985302734375,0.98492431640625,0.0003784179687500444,10,8,80,0,0.3125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,candle,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,0.2875,0.55,0.26250000000000007,0.999951171875,0.99981689453125,0.0001342773437500444,0.983544921875,0.98291015625,0.0006347656249999778,10,8,80,0,0.2625,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,toothbrush,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,0.4125,0.65,0.23750000000000004,0.999560546875,0.99945068359375,0.00010986328124995559,0.982861328125,0.97802734375,0.004833984375000044,10,8,80,0,0.2375,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,all_layers,-1,1.0,all_layers,6.0,0.1,0.725,0.625,0.999853515625,0.99993896484375,-8.54492187499778e-05,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.625,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,toothbrush,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,0.475,0.65,0.17500000000000004,1.0001953125,0.99993896484375,0.0002563476562500444,0.982861328125,0.97802734375,0.004833984375000044,10,8,80,0,0.175,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,king,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,0.525,0.7,0.17499999999999993,1.0,0.99981689453125,0.00018310546875,0.982177734375,0.97698974609375,0.00518798828125,10,8,80,0,0.175,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,photographer,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,0.15,0.7,0.5499999999999999,0.999853515625,0.99993896484375,-8.54492187499778e-05,0.985888671875,0.98248291015625,0.0034057617187499556,10,8,80,0,0.55,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,all_layers,-1,1.0,all_layers,10.0,0.15,0.725,0.575,0.9998046875,0.9998779296875,-7.324218750004441e-05,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.575,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,chef,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,0.0,0.5875,0.5875,0.99990234375,1.0,-9.76562500000222e-05,0.98583984375,0.9847412109375,0.0010986328125,10,8,80,0,0.5875,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,tailor,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,0.1125,0.7375,0.625,0.999951171875,0.99993896484375,1.2207031250044409e-05,0.98447265625,0.97637939453125,0.008093261718750022,10,8,80,0,0.625,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,penguin,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,0.1,0.55,0.45000000000000007,0.99990234375,0.99993896484375,-3.6621093750022204e-05,0.984521484375,0.98260498046875,0.0019165039062499778,10,8,80,0,0.45,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,all_layers,-1,1.0,all_layers,15.0,0.075,0.725,0.65,0.9998046875,1.00006103515625,-0.0002563476562500444,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.65,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,fisherman,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,0.45,0.6,0.14999999999999997,1.00009765625,0.999755859375,0.0003417968749999112,0.984765625,0.98126220703125,0.003503417968749978,10,8,80,0,0.15,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,painter,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,0.075,0.575,0.49999999999999994,0.9998046875,0.99993896484375,-0.0001342773437500444,0.985302734375,0.98492431640625,0.0003784179687500444,10,8,80,0,0.5,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,king,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,0.075,0.7,0.625,0.9998046875,0.99993896484375,-0.0001342773437500444,0.982177734375,0.97698974609375,0.00518798828125,10,8,80,0,0.625,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,mean_diff,all_layers,-1,1.0,all_layers,20.0,0.0,0.725,0.725,nan,nan,nan,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.725,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,photographer,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,0.0,0.7,0.7,nan,nan,nan,0.985888671875,0.98248291015625,0.0034057617187499556,10,8,80,0,0.7,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bird,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,0.0,0.575,0.575,nan,nan,nan,0.979736328125,0.9783935546875,0.0013427734375,10,8,80,0,0.575,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,tailor,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,0.0,0.7375,0.7375,nan,nan,nan,0.98447265625,0.97637939453125,0.008093261718750022,10,8,80,0,0.7375,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,svm,L16,16,0.5,single_mid,3.0,0.7125,0.725,0.012499999999999956,0.98671875,0.982177734375,0.004541015624999978,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,0.0125,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,musician,False,svm,L16,16,0.5,single_mid,3.0,0.625,0.65,0.025000000000000022,0.984814453125,0.98040771484375,0.004406738281250044,0.9849609375,0.98046875,0.004492187500000022,10,8,80,0,0.025,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bird,False,svm,L16,16,0.5,single_mid,3.0,0.6,0.575,-0.025000000000000022,0.97998046875,0.9779052734375,0.0020751953125,0.979736328125,0.9783935546875,0.0013427734375,10,8,80,0,-0.025,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,tailor,False,svm,L16,16,0.5,single_mid,3.0,0.675,0.7375,0.0625,0.984375,0.976318359375,0.008056640625,0.98447265625,0.97637939453125,0.008093261718750022,10,8,80,0,0.0625,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,soldier,True,svm,L16,16,0.5,single_mid,6.0,0.775,0.725,-0.050000000000000044,0.9873046875,0.98138427734375,0.00592041015625,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,-0.05,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,knight,False,svm,L16,16,0.5,single_mid,6.0,0.55,0.55,0.0,0.98154296875,0.981201171875,0.0003417968750000222,0.981689453125,0.981689453125,0.0,10,8,80,0,0.0,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bee,False,svm,L16,16,0.5,single_mid,6.0,0.6375,0.675,0.03750000000000009,0.980712890625,0.97662353515625,0.00408935546875,0.981103515625,0.97601318359375,0.005090332031249978,10,8,80,0,0.0375,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,lock,False,svm,L16,16,0.5,single_mid,6.0,0.65,0.675,0.025000000000000022,0.985302734375,0.9833984375,0.0019042968750000444,0.986083984375,0.98382568359375,0.00225830078125,10,8,80,0,0.025,1,profession,object,0,18
pythia_28b,text,2.8,32,soldier,soldier,True,svm,L16,16,0.5,single_mid,10.0,0.8,0.725,-0.07500000000000007,0.985888671875,0.97637939453125,0.009509277343749956,0.98662109375,0.9818115234375,0.004809570312499956,10,8,80,1,-0.075,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,knight,False,svm,L16,16,0.5,single_mid,10.0,0.55,0.55,0.0,0.980078125,0.97967529296875,0.0004028320312500222,0.981689453125,0.981689453125,0.0,10,8,80,0,0.0,1,profession,profession,1,18
pythia_28b,text,2.8,32,soldier,bee,False,svm,L16,16,0.5,single_mid,10.0,0.6125,0.675,0.0625,0.97861328125,0.975341796875,0.003271484375000022,0.981103515625,0.97601318359375,0.005090332031249978,10,8,80,0,0.0625,1,profession,animal,0,18
pythia_28b,text,2.8,32,soldier,photographer,False,svm,L16,16,0.5,single_mid,10.0,0.625,0.7,0.07499999999999996,0.985107421875,0.98126220703125,0.00384521484375,0.985888671875,0.98248291015625,0.0034057617187499556,10,8,80,0,0.075,1,profession,profession,1,18
