model,model_family,model_params_B,n_layers_total,ablated_concept,measured_concept,on_target,cav_method,layer_condition,layer_numeric,layer_depth_frac,layer_type,alpha,ablation_mode,accuracy,baseline_accuracy,delta_accuracy,n_items,n_correct,concept_overlap_tier,n_baseline_correct
pythia_28b,text,2.8,32,spider,squirrel,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.5714285714285714,1.0,0.4285714285714286,14,8,text_only,16
pythia_28b,text,2.8,32,spider,horse,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.6666666666666666,1.0,0.33333333333333337,18,12,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.75,1.0,0.25,16,12,text_only,16
pythia_28b,text,2.8,32,spider,writer,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.09090909090909091,1.0,0.9090909090909091,11,1,text_only,16
pythia_28b,text,2.8,32,spider,photographer,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.25,1.0,0.75,8,2,text_only,16
pythia_28b,text,2.8,32,spider,carpenter,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.16666666666666666,1.0,0.8333333333333334,12,2,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,1.0,1.0,0.0,16,16,text_only,16
pythia_28b,text,2.8,32,spider,baker,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,1.0,1.0,0.0,17,17,text_only,16
pythia_28b,text,2.8,32,spider,toothbrush,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,1.0,1.0,0.0,8,8,text_only,16
pythia_28b,text,2.8,32,spider,squirrel,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,1.0,1.0,0.0,14,14,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,1.0,1.0,0.0,16,16,text_only,16
pythia_28b,text,2.8,32,spider,horse,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,1.0,1.0,0.0,18,18,text_only,16
pythia_28b,text,2.8,32,spider,knight,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,1.0,1.0,0.0,10,10,text_only,16
pythia_28b,text,2.8,32,spider,fire,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,1.0,1.0,0.0,7,7,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,mean_diff,all_layers,-1,1.0,all_layers,20.0,all_tokens,1.0,1.0,0.0,16,16,text_only,16
pythia_28b,text,2.8,32,spider,fisherman,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,all_tokens,1.0,1.0,0.0,6,6,text_only,16
pythia_28b,text,2.8,32,spider,tailor,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,all_tokens,1.0,1.0,0.0,9,9,text_only,16
pythia_28b,text,2.8,32,spider,soldier,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,all_tokens,1.0,1.0,0.0,8,8,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L16,16,0.5,single_mid,3.0,all_tokens,1.0,1.0,0.0,16,16,text_only,16
pythia_28b,text,2.8,32,spider,photographer,False,svm,L16,16,0.5,single_mid,3.0,all_tokens,1.0,1.0,0.0,8,8,text_only,16
pythia_28b,text,2.8,32,spider,carpenter,False,svm,L16,16,0.5,single_mid,3.0,all_tokens,1.0,1.0,0.0,12,12,text_only,16
pythia_28b,text,2.8,32,spider,barber,False,svm,L16,16,0.5,single_mid,3.0,all_tokens,1.0,1.0,0.0,11,11,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L16,16,0.5,single_mid,6.0,all_tokens,1.0,1.0,0.0,16,16,text_only,16
pythia_28b,text,2.8,32,spider,knight,False,svm,L16,16,0.5,single_mid,6.0,all_tokens,0.8,1.0,0.19999999999999996,10,8,text_only,16
pythia_28b,text,2.8,32,spider,pirate,False,svm,L16,16,0.5,single_mid,6.0,all_tokens,0.9333333333333333,1.0,0.06666666666666665,15,14,text_only,16
pythia_28b,text,2.8,32,spider,bird,False,svm,L16,16,0.5,single_mid,6.0,all_tokens,1.0,1.0,0.0,13,13,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L16,16,0.5,single_mid,10.0,all_tokens,1.0,1.0,0.0,16,16,text_only,16
pythia_28b,text,2.8,32,spider,bee,False,svm,L16,16,0.5,single_mid,10.0,all_tokens,1.0,1.0,0.0,13,13,text_only,16
pythia_28b,text,2.8,32,spider,penguin,False,svm,L16,16,0.5,single_mid,10.0,all_tokens,0.8823529411764706,1.0,0.11764705882352944,17,15,text_only,16
pythia_28b,text,2.8,32,spider,painter,False,svm,L16,16,0.5,single_mid,10.0,all_tokens,1.0,1.0,0.0,9,9,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L16,16,0.5,single_mid,15.0,all_tokens,0.8125,1.0,0.1875,16,13,text_only,16
pythia_28b,text,2.8,32,spider,fire,False,svm,L16,16,0.5,single_mid,15.0,all_tokens,0.7142857142857143,1.0,0.2857142857142857,7,5,text_only,16
pythia_28b,text,2.8,32,spider,soldier,False,svm,L16,16,0.5,single_mid,15.0,all_tokens,0.875,1.0,0.125,8,7,text_only,16
pythia_28b,text,2.8,32,spider,doctor,False,svm,L16,16,0.5,single_mid,15.0,all_tokens,0.9333333333333333,1.0,0.06666666666666665,15,14,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L16,16,0.5,single_mid,20.0,all_tokens,0.625,1.0,0.375,16,10,text_only,16
pythia_28b,text,2.8,32,spider,photographer,False,svm,L16,16,0.5,single_mid,20.0,all_tokens,0.875,1.0,0.125,8,7,text_only,16
pythia_28b,text,2.8,32,spider,pirate,False,svm,L16,16,0.5,single_mid,20.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,text_only,16
pythia_28b,text,2.8,32,spider,musician,False,svm,L16,16,0.5,single_mid,20.0,all_tokens,0.7777777777777778,1.0,0.2222222222222222,9,7,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L24,24,0.75,single_late,3.0,all_tokens,1.0,1.0,0.0,16,16,text_only,16
pythia_28b,text,2.8,32,spider,fire,False,svm,L24,24,0.75,single_late,3.0,all_tokens,1.0,1.0,0.0,7,7,text_only,16
pythia_28b,text,2.8,32,spider,bee,False,svm,L24,24,0.75,single_late,3.0,all_tokens,1.0,1.0,0.0,13,13,text_only,16
pythia_28b,text,2.8,32,spider,snowman,False,svm,L24,24,0.75,single_late,3.0,all_tokens,0.8571428571428571,1.0,0.1428571428571429,7,6,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L24,24,0.75,single_late,6.0,all_tokens,0.9375,1.0,0.0625,16,15,text_only,16
pythia_28b,text,2.8,32,spider,tailor,False,svm,L24,24,0.75,single_late,6.0,all_tokens,1.0,1.0,0.0,9,9,text_only,16
pythia_28b,text,2.8,32,spider,violin,False,svm,L24,24,0.75,single_late,6.0,all_tokens,1.0,1.0,0.0,14,14,text_only,16
pythia_28b,text,2.8,32,spider,barber,False,svm,L24,24,0.75,single_late,6.0,all_tokens,1.0,1.0,0.0,11,11,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L24,24,0.75,single_late,10.0,all_tokens,0.875,1.0,0.125,16,14,text_only,16
pythia_28b,text,2.8,32,spider,penguin,False,svm,L24,24,0.75,single_late,10.0,all_tokens,0.8823529411764706,1.0,0.11764705882352944,17,15,text_only,16
pythia_28b,text,2.8,32,spider,knight,False,svm,L24,24,0.75,single_late,10.0,all_tokens,0.8,1.0,0.19999999999999996,10,8,text_only,16
pythia_28b,text,2.8,32,spider,tailor,False,svm,L24,24,0.75,single_late,10.0,all_tokens,0.8888888888888888,1.0,0.11111111111111116,9,8,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L24,24,0.75,single_late,15.0,all_tokens,0.8125,1.0,0.1875,16,13,text_only,16
pythia_28b,text,2.8,32,spider,lock,False,svm,L24,24,0.75,single_late,15.0,all_tokens,1.0,1.0,0.0,10,10,text_only,16
pythia_28b,text,2.8,32,spider,baker,False,svm,L24,24,0.75,single_late,15.0,all_tokens,0.7647058823529411,1.0,0.23529411764705888,17,13,text_only,16
pythia_28b,text,2.8,32,spider,soldier,False,svm,L24,24,0.75,single_late,15.0,all_tokens,1.0,1.0,0.0,8,8,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L24,24,0.75,single_late,20.0,all_tokens,0.8125,1.0,0.1875,16,13,text_only,16
pythia_28b,text,2.8,32,spider,fisherman,False,svm,L24,24,0.75,single_late,20.0,all_tokens,0.8333333333333334,1.0,0.16666666666666663,6,5,text_only,16
pythia_28b,text,2.8,32,spider,soldier,False,svm,L24,24,0.75,single_late,20.0,all_tokens,1.0,1.0,0.0,8,8,text_only,16
pythia_28b,text,2.8,32,spider,violin,False,svm,L24,24,0.75,single_late,20.0,all_tokens,0.9285714285714286,1.0,0.0714285714285714,14,13,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L27,27,0.84,single_deep,3.0,all_tokens,1.0,1.0,0.0,16,16,text_only,16
pythia_28b,text,2.8,32,spider,doctor,False,svm,L27,27,0.84,single_deep,3.0,all_tokens,1.0,1.0,0.0,15,15,text_only,16
pythia_28b,text,2.8,32,spider,writer,False,svm,L27,27,0.84,single_deep,3.0,all_tokens,1.0,1.0,0.0,11,11,text_only,16
pythia_28b,text,2.8,32,spider,knight,False,svm,L27,27,0.84,single_deep,3.0,all_tokens,0.9,1.0,0.09999999999999998,10,9,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L27,27,0.84,single_deep,6.0,all_tokens,0.9375,1.0,0.0625,16,15,text_only,16
pythia_28b,text,2.8,32,spider,gardener,False,svm,L27,27,0.84,single_deep,6.0,all_tokens,0.9090909090909091,1.0,0.09090909090909094,11,10,text_only,16
pythia_28b,text,2.8,32,spider,camel,False,svm,L27,27,0.84,single_deep,6.0,all_tokens,0.9375,1.0,0.0625,16,15,text_only,16
pythia_28b,text,2.8,32,spider,photographer,False,svm,L27,27,0.84,single_deep,6.0,all_tokens,1.0,1.0,0.0,8,8,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L27,27,0.84,single_deep,10.0,all_tokens,0.8125,1.0,0.1875,16,13,text_only,16
pythia_28b,text,2.8,32,spider,carpenter,False,svm,L27,27,0.84,single_deep,10.0,all_tokens,0.9166666666666666,1.0,0.08333333333333337,12,11,text_only,16
pythia_28b,text,2.8,32,spider,doctor,False,svm,L27,27,0.84,single_deep,10.0,all_tokens,0.9333333333333333,1.0,0.06666666666666665,15,14,text_only,16
pythia_28b,text,2.8,32,spider,king,False,svm,L27,27,0.84,single_deep,10.0,all_tokens,0.75,1.0,0.25,8,6,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L27,27,0.84,single_deep,15.0,all_tokens,0.8125,1.0,0.1875,16,13,text_only,16
pythia_28b,text,2.8,32,spider,snowman,False,svm,L27,27,0.84,single_deep,15.0,all_tokens,0.7142857142857143,1.0,0.2857142857142857,7,5,text_only,16
pythia_28b,text,2.8,32,spider,squirrel,False,svm,L27,27,0.84,single_deep,15.0,all_tokens,0.9285714285714286,1.0,0.0714285714285714,14,13,text_only,16
pythia_28b,text,2.8,32,spider,painter,False,svm,L27,27,0.84,single_deep,15.0,all_tokens,0.8888888888888888,1.0,0.11111111111111116,9,8,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,L27,27,0.84,single_deep,20.0,all_tokens,0.75,1.0,0.25,16,12,text_only,16
pythia_28b,text,2.8,32,spider,chef,False,svm,L27,27,0.84,single_deep,20.0,all_tokens,0.8888888888888888,1.0,0.11111111111111116,9,8,text_only,16
pythia_28b,text,2.8,32,spider,doctor,False,svm,L27,27,0.84,single_deep,20.0,all_tokens,0.8,1.0,0.19999999999999996,15,12,text_only,16
pythia_28b,text,2.8,32,spider,baker,False,svm,L27,27,0.84,single_deep,20.0,all_tokens,0.8823529411764706,1.0,0.11764705882352944,17,15,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,all_layers,-1,1.0,all_layers,3.0,all_tokens,1.0,1.0,0.0,16,16,text_only,16
pythia_28b,text,2.8,32,spider,carpenter,False,svm,all_layers,-1,1.0,all_layers,3.0,all_tokens,1.0,1.0,0.0,12,12,text_only,16
pythia_28b,text,2.8,32,spider,candle,False,svm,all_layers,-1,1.0,all_layers,3.0,all_tokens,1.0,1.0,0.0,9,9,text_only,16
pythia_28b,text,2.8,32,spider,violin,False,svm,all_layers,-1,1.0,all_layers,3.0,all_tokens,1.0,1.0,0.0,14,14,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.8125,1.0,0.1875,16,13,text_only,16
pythia_28b,text,2.8,32,spider,barber,False,svm,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.9090909090909091,1.0,0.09090909090909094,11,10,text_only,16
pythia_28b,text,2.8,32,spider,lock,False,svm,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.9,1.0,0.09999999999999998,10,9,text_only,16
pythia_28b,text,2.8,32,spider,horse,False,svm,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.8888888888888888,1.0,0.11111111111111116,18,16,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.375,1.0,0.625,16,6,text_only,16
pythia_28b,text,2.8,32,spider,fire,False,svm,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.42857142857142855,1.0,0.5714285714285714,7,3,text_only,16
pythia_28b,text,2.8,32,spider,baker,False,svm,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.6470588235294118,1.0,0.3529411764705882,17,11,text_only,16
pythia_28b,text,2.8,32,spider,chef,False,svm,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.6666666666666666,1.0,0.33333333333333337,9,6,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.0625,1.0,0.9375,16,1,text_only,16
pythia_28b,text,2.8,32,spider,gardener,False,svm,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.7272727272727273,1.0,0.2727272727272727,11,8,text_only,16
pythia_28b,text,2.8,32,spider,toothbrush,False,svm,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.25,1.0,0.75,8,2,text_only,16
pythia_28b,text,2.8,32,spider,fisherman,False,svm,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,6,2,text_only,16
pythia_28b,text,2.8,32,spider,spider,True,svm,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.0,1.0,1.0,16,0,text_only,16
pythia_28b,text,2.8,32,spider,barber,False,svm,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.36363636363636365,1.0,0.6363636363636364,11,4,text_only,16
pythia_28b,text,2.8,32,spider,fire,False,svm,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.42857142857142855,1.0,0.5714285714285714,7,3,text_only,16
pythia_28b,text,2.8,32,spider,bee,False,svm,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.38461538461538464,1.0,0.6153846153846154,13,5,text_only,16
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L16,16,0.5,single_mid,3.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,soldier,False,mean_diff,L16,16,0.5,single_mid,3.0,all_tokens,0.5,1.0,0.5,8,4,text_only,10
pythia_28b,text,2.8,32,knight,bee,False,mean_diff,L16,16,0.5,single_mid,3.0,all_tokens,0.23076923076923078,1.0,0.7692307692307692,13,3,text_only,10
pythia_28b,text,2.8,32,knight,lock,False,mean_diff,L16,16,0.5,single_mid,3.0,all_tokens,0.4,1.0,0.6,10,4,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L16,16,0.5,single_mid,6.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,pirate,False,mean_diff,L16,16,0.5,single_mid,6.0,all_tokens,0.26666666666666666,1.0,0.7333333333333334,15,4,text_only,10
pythia_28b,text,2.8,32,knight,candle,False,mean_diff,L16,16,0.5,single_mid,6.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,9,3,text_only,10
pythia_28b,text,2.8,32,knight,musician,False,mean_diff,L16,16,0.5,single_mid,6.0,all_tokens,0.1111111111111111,1.0,0.8888888888888888,9,1,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L16,16,0.5,single_mid,10.0,all_tokens,0.8,1.0,0.19999999999999996,10,8,text_only,10
pythia_28b,text,2.8,32,knight,chef,False,mean_diff,L16,16,0.5,single_mid,10.0,all_tokens,0.1111111111111111,1.0,0.8888888888888888,9,1,text_only,10
pythia_28b,text,2.8,32,knight,musician,False,mean_diff,L16,16,0.5,single_mid,10.0,all_tokens,0.1111111111111111,1.0,0.8888888888888888,9,1,text_only,10
pythia_28b,text,2.8,32,knight,baker,False,mean_diff,L16,16,0.5,single_mid,10.0,all_tokens,0.17647058823529413,1.0,0.8235294117647058,17,3,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L16,16,0.5,single_mid,15.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,baker,False,mean_diff,L16,16,0.5,single_mid,15.0,all_tokens,0.17647058823529413,1.0,0.8235294117647058,17,3,text_only,10
pythia_28b,text,2.8,32,knight,painter,False,mean_diff,L16,16,0.5,single_mid,15.0,all_tokens,0.2222222222222222,1.0,0.7777777777777778,9,2,text_only,10
pythia_28b,text,2.8,32,knight,bee,False,mean_diff,L16,16,0.5,single_mid,15.0,all_tokens,0.15384615384615385,1.0,0.8461538461538461,13,2,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L16,16,0.5,single_mid,20.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,photographer,False,mean_diff,L16,16,0.5,single_mid,20.0,all_tokens,0.125,1.0,0.875,8,1,text_only,10
pythia_28b,text,2.8,32,knight,spider,False,mean_diff,L16,16,0.5,single_mid,20.0,all_tokens,0.125,1.0,0.875,16,2,text_only,10
pythia_28b,text,2.8,32,knight,barber,False,mean_diff,L16,16,0.5,single_mid,20.0,all_tokens,0.45454545454545453,1.0,0.5454545454545454,11,5,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L24,24,0.75,single_late,3.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,penguin,False,mean_diff,L24,24,0.75,single_late,3.0,all_tokens,0.35294117647058826,1.0,0.6470588235294117,17,6,text_only,10
pythia_28b,text,2.8,32,knight,pirate,False,mean_diff,L24,24,0.75,single_late,3.0,all_tokens,0.4666666666666667,1.0,0.5333333333333333,15,7,text_only,10
pythia_28b,text,2.8,32,knight,snowman,False,mean_diff,L24,24,0.75,single_late,3.0,all_tokens,0.2857142857142857,1.0,0.7142857142857143,7,2,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L24,24,0.75,single_late,6.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,pirate,False,mean_diff,L24,24,0.75,single_late,6.0,all_tokens,0.26666666666666666,1.0,0.7333333333333334,15,4,text_only,10
pythia_28b,text,2.8,32,knight,squirrel,False,mean_diff,L24,24,0.75,single_late,6.0,all_tokens,0.5714285714285714,1.0,0.4285714285714286,14,8,text_only,10
pythia_28b,text,2.8,32,knight,toothbrush,False,mean_diff,L24,24,0.75,single_late,6.0,all_tokens,0.625,1.0,0.375,8,5,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L24,24,0.75,single_late,10.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,violin,False,mean_diff,L24,24,0.75,single_late,10.0,all_tokens,0.35714285714285715,1.0,0.6428571428571428,14,5,text_only,10
pythia_28b,text,2.8,32,knight,musician,False,mean_diff,L24,24,0.75,single_late,10.0,all_tokens,0.1111111111111111,1.0,0.8888888888888888,9,1,text_only,10
pythia_28b,text,2.8,32,knight,camel,False,mean_diff,L24,24,0.75,single_late,10.0,all_tokens,0.5,1.0,0.5,16,8,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L24,24,0.75,single_late,15.0,all_tokens,0.8,1.0,0.19999999999999996,10,8,text_only,10
pythia_28b,text,2.8,32,knight,violin,False,mean_diff,L24,24,0.75,single_late,15.0,all_tokens,0.2857142857142857,1.0,0.7142857142857143,14,4,text_only,10
pythia_28b,text,2.8,32,knight,lock,False,mean_diff,L24,24,0.75,single_late,15.0,all_tokens,0.4,1.0,0.6,10,4,text_only,10
pythia_28b,text,2.8,32,knight,soldier,False,mean_diff,L24,24,0.75,single_late,15.0,all_tokens,0.625,1.0,0.375,8,5,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L24,24,0.75,single_late,20.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,soldier,False,mean_diff,L24,24,0.75,single_late,20.0,all_tokens,0.625,1.0,0.375,8,5,text_only,10
pythia_28b,text,2.8,32,knight,dentist,False,mean_diff,L24,24,0.75,single_late,20.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,12,4,text_only,10
pythia_28b,text,2.8,32,knight,musician,False,mean_diff,L24,24,0.75,single_late,20.0,all_tokens,0.1111111111111111,1.0,0.8888888888888888,9,1,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L27,27,0.84,single_deep,3.0,all_tokens,0.8,1.0,0.19999999999999996,10,8,text_only,10
pythia_28b,text,2.8,32,knight,horse,False,mean_diff,L27,27,0.84,single_deep,3.0,all_tokens,0.9444444444444444,1.0,0.05555555555555558,18,17,text_only,10
pythia_28b,text,2.8,32,knight,bird,False,mean_diff,L27,27,0.84,single_deep,3.0,all_tokens,0.46153846153846156,1.0,0.5384615384615384,13,6,text_only,10
pythia_28b,text,2.8,32,knight,violin,False,mean_diff,L27,27,0.84,single_deep,3.0,all_tokens,0.5714285714285714,1.0,0.4285714285714286,14,8,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L27,27,0.84,single_deep,6.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,bee,False,mean_diff,L27,27,0.84,single_deep,6.0,all_tokens,0.46153846153846156,1.0,0.5384615384615384,13,6,text_only,10
pythia_28b,text,2.8,32,knight,violin,False,mean_diff,L27,27,0.84,single_deep,6.0,all_tokens,0.5,1.0,0.5,14,7,text_only,10
pythia_28b,text,2.8,32,knight,king,False,mean_diff,L27,27,0.84,single_deep,6.0,all_tokens,0.625,1.0,0.375,8,5,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L27,27,0.84,single_deep,10.0,all_tokens,0.8,1.0,0.19999999999999996,10,8,text_only,10
pythia_28b,text,2.8,32,knight,violin,False,mean_diff,L27,27,0.84,single_deep,10.0,all_tokens,0.42857142857142855,1.0,0.5714285714285714,14,6,text_only,10
pythia_28b,text,2.8,32,knight,camel,False,mean_diff,L27,27,0.84,single_deep,10.0,all_tokens,0.5,1.0,0.5,16,8,text_only,10
pythia_28b,text,2.8,32,knight,fire,False,mean_diff,L27,27,0.84,single_deep,10.0,all_tokens,0.2857142857142857,1.0,0.7142857142857143,7,2,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L27,27,0.84,single_deep,15.0,all_tokens,0.8,1.0,0.19999999999999996,10,8,text_only,10
pythia_28b,text,2.8,32,knight,penguin,False,mean_diff,L27,27,0.84,single_deep,15.0,all_tokens,0.17647058823529413,1.0,0.8235294117647058,17,3,text_only,10
pythia_28b,text,2.8,32,knight,carpenter,False,mean_diff,L27,27,0.84,single_deep,15.0,all_tokens,0.16666666666666666,1.0,0.8333333333333334,12,2,text_only,10
pythia_28b,text,2.8,32,knight,gardener,False,mean_diff,L27,27,0.84,single_deep,15.0,all_tokens,0.09090909090909091,1.0,0.9090909090909091,11,1,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,L27,27,0.84,single_deep,20.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,penguin,False,mean_diff,L27,27,0.84,single_deep,20.0,all_tokens,0.17647058823529413,1.0,0.8235294117647058,17,3,text_only,10
pythia_28b,text,2.8,32,knight,musician,False,mean_diff,L27,27,0.84,single_deep,20.0,all_tokens,0.1111111111111111,1.0,0.8888888888888888,9,1,text_only,10
pythia_28b,text,2.8,32,knight,carpenter,False,mean_diff,L27,27,0.84,single_deep,20.0,all_tokens,0.16666666666666666,1.0,0.8333333333333334,12,2,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.8,1.0,0.19999999999999996,10,8,text_only,10
pythia_28b,text,2.8,32,knight,tailor,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.0,1.0,1.0,9,0,text_only,10
pythia_28b,text,2.8,32,knight,penguin,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.11764705882352941,1.0,0.8823529411764706,17,2,text_only,10
pythia_28b,text,2.8,32,knight,snowman,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.0,1.0,1.0,7,0,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.7,1.0,0.30000000000000004,10,7,text_only,10
pythia_28b,text,2.8,32,knight,writer,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.0,1.0,1.0,11,0,text_only,10
pythia_28b,text,2.8,32,knight,gardener,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.09090909090909091,1.0,0.9090909090909091,11,1,text_only,10
pythia_28b,text,2.8,32,knight,dentist,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.25,1.0,0.75,12,3,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,1.0,1.0,0.0,10,10,text_only,10
pythia_28b,text,2.8,32,knight,violin,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,1.0,1.0,0.0,14,14,text_only,10
pythia_28b,text,2.8,32,knight,horse,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,1.0,1.0,0.0,18,18,text_only,10
pythia_28b,text,2.8,32,knight,dentist,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,1.0,1.0,0.0,12,12,text_only,10
pythia_28b,text,2.8,32,knight,knight,True,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,1.0,1.0,0.0,10,10,text_only,10
pythia_28b,text,2.8,32,knight,doctor,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,1.0,1.0,0.0,15,15,text_only,10
pythia_28b,text,2.8,32,knight,carpenter,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,1.0,1.0,0.0,12,12,text_only,10
pythia_28b,text,2.8,32,knight,fisherman,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,1.0,1.0,0.0,6,6,text_only,10
