model,model_family,model_params_B,n_layers_total,ablated_concept,measured_concept,on_target,cav_method,layer_condition,layer_numeric,layer_depth_frac,layer_type,alpha,ablation_mode,accuracy,baseline_accuracy,delta_accuracy,n_items,n_correct,concept_overlap_tier,n_baseline_correct
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L6,6,0.5,single_mid,3.0,all_tokens,0.8,1.0,0.19999999999999996,15,12,all_3,15
gpt2_small,text,0.124,12,camel,writer,False,mean_diff,L6,6,0.5,single_mid,3.0,all_tokens,0.4,1.0,0.6,10,4,all_3,15
gpt2_small,text,0.124,12,camel,horse,False,mean_diff,L6,6,0.5,single_mid,3.0,all_tokens,0.75,1.0,0.25,16,12,all_3,15
gpt2_small,text,0.124,12,camel,violin,False,mean_diff,L6,6,0.5,single_mid,3.0,all_tokens,0.4666666666666667,1.0,0.5333333333333333,15,7,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L6,6,0.5,single_mid,6.0,all_tokens,0.8,1.0,0.19999999999999996,15,12,all_3,15
gpt2_small,text,0.124,12,camel,violin,False,mean_diff,L6,6,0.5,single_mid,6.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,15,5,all_3,15
gpt2_small,text,0.124,12,camel,squirrel,False,mean_diff,L6,6,0.5,single_mid,6.0,all_tokens,0.7857142857142857,1.0,0.2142857142857143,14,11,all_3,15
gpt2_small,text,0.124,12,camel,musician,False,mean_diff,L6,6,0.5,single_mid,6.0,all_tokens,0.375,1.0,0.625,8,3,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L6,6,0.5,single_mid,10.0,all_tokens,0.8,1.0,0.19999999999999996,15,12,all_3,15
gpt2_small,text,0.124,12,camel,fire,False,mean_diff,L6,6,0.5,single_mid,10.0,all_tokens,0.16666666666666666,1.0,0.8333333333333334,12,2,all_3,15
gpt2_small,text,0.124,12,camel,spider,False,mean_diff,L6,6,0.5,single_mid,10.0,all_tokens,0.6666666666666666,1.0,0.33333333333333337,15,10,all_3,15
gpt2_small,text,0.124,12,camel,chef,False,mean_diff,L6,6,0.5,single_mid,10.0,all_tokens,0.2,1.0,0.8,5,1,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L6,6,0.5,single_mid,15.0,all_tokens,0.8,1.0,0.19999999999999996,15,12,all_3,15
gpt2_small,text,0.124,12,camel,painter,False,mean_diff,L6,6,0.5,single_mid,15.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,9,3,all_3,15
gpt2_small,text,0.124,12,camel,writer,False,mean_diff,L6,6,0.5,single_mid,15.0,all_tokens,0.4,1.0,0.6,10,4,all_3,15
gpt2_small,text,0.124,12,camel,penguin,False,mean_diff,L6,6,0.5,single_mid,15.0,all_tokens,0.6,1.0,0.4,15,9,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L6,6,0.5,single_mid,20.0,all_tokens,0.8,1.0,0.19999999999999996,15,12,all_3,15
gpt2_small,text,0.124,12,camel,baker,False,mean_diff,L6,6,0.5,single_mid,20.0,all_tokens,0.25,1.0,0.75,12,3,all_3,15
gpt2_small,text,0.124,12,camel,writer,False,mean_diff,L6,6,0.5,single_mid,20.0,all_tokens,0.4,1.0,0.6,10,4,all_3,15
gpt2_small,text,0.124,12,camel,gardener,False,mean_diff,L6,6,0.5,single_mid,20.0,all_tokens,0.8,1.0,0.19999999999999996,5,4,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L9,9,0.75,single_late,3.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,candle,False,mean_diff,L9,9,0.75,single_late,3.0,all_tokens,0.1,1.0,0.9,10,1,all_3,15
gpt2_small,text,0.124,12,camel,musician,False,mean_diff,L9,9,0.75,single_late,3.0,all_tokens,0.5,1.0,0.5,8,4,all_3,15
gpt2_small,text,0.124,12,camel,pirate,False,mean_diff,L9,9,0.75,single_late,3.0,all_tokens,0.45454545454545453,1.0,0.5454545454545454,11,5,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L9,9,0.75,single_late,6.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,musician,False,mean_diff,L9,9,0.75,single_late,6.0,all_tokens,0.5,1.0,0.5,8,4,all_3,15
gpt2_small,text,0.124,12,camel,knight,False,mean_diff,L9,9,0.75,single_late,6.0,all_tokens,0.4444444444444444,1.0,0.5555555555555556,9,4,all_3,15
gpt2_small,text,0.124,12,camel,squirrel,False,mean_diff,L9,9,0.75,single_late,6.0,all_tokens,0.6428571428571429,1.0,0.3571428571428571,14,9,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L9,9,0.75,single_late,10.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,doctor,False,mean_diff,L9,9,0.75,single_late,10.0,all_tokens,0.4,1.0,0.6,15,6,all_3,15
gpt2_small,text,0.124,12,camel,writer,False,mean_diff,L9,9,0.75,single_late,10.0,all_tokens,0.5,1.0,0.5,10,5,all_3,15
gpt2_small,text,0.124,12,camel,painter,False,mean_diff,L9,9,0.75,single_late,10.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,9,3,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L9,9,0.75,single_late,15.0,all_tokens,0.9333333333333333,1.0,0.06666666666666665,15,14,all_3,15
gpt2_small,text,0.124,12,camel,musician,False,mean_diff,L9,9,0.75,single_late,15.0,all_tokens,0.25,1.0,0.75,8,2,all_3,15
gpt2_small,text,0.124,12,camel,penguin,False,mean_diff,L9,9,0.75,single_late,15.0,all_tokens,0.6,1.0,0.4,15,9,all_3,15
gpt2_small,text,0.124,12,camel,squirrel,False,mean_diff,L9,9,0.75,single_late,15.0,all_tokens,0.5714285714285714,1.0,0.4285714285714286,14,8,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L9,9,0.75,single_late,20.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,baker,False,mean_diff,L9,9,0.75,single_late,20.0,all_tokens,0.25,1.0,0.75,12,3,all_3,15
gpt2_small,text,0.124,12,camel,writer,False,mean_diff,L9,9,0.75,single_late,20.0,all_tokens,0.3,1.0,0.7,10,3,all_3,15
gpt2_small,text,0.124,12,camel,knight,False,mean_diff,L9,9,0.75,single_late,20.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,9,3,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L10,10,0.83,single_deep,3.0,all_tokens,0.9333333333333333,1.0,0.06666666666666665,15,14,all_3,15
gpt2_small,text,0.124,12,camel,baker,False,mean_diff,L10,10,0.83,single_deep,3.0,all_tokens,0.25,1.0,0.75,12,3,all_3,15
gpt2_small,text,0.124,12,camel,gardener,False,mean_diff,L10,10,0.83,single_deep,3.0,all_tokens,0.8,1.0,0.19999999999999996,5,4,all_3,15
gpt2_small,text,0.124,12,camel,knight,False,mean_diff,L10,10,0.83,single_deep,3.0,all_tokens,0.4444444444444444,1.0,0.5555555555555556,9,4,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L10,10,0.83,single_deep,6.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,doctor,False,mean_diff,L10,10,0.83,single_deep,6.0,all_tokens,0.4,1.0,0.6,15,6,all_3,15
gpt2_small,text,0.124,12,camel,pirate,False,mean_diff,L10,10,0.83,single_deep,6.0,all_tokens,0.36363636363636365,1.0,0.6363636363636364,11,4,all_3,15
gpt2_small,text,0.124,12,camel,knight,False,mean_diff,L10,10,0.83,single_deep,6.0,all_tokens,0.4444444444444444,1.0,0.5555555555555556,9,4,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L10,10,0.83,single_deep,10.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,horse,False,mean_diff,L10,10,0.83,single_deep,10.0,all_tokens,0.9375,1.0,0.0625,16,15,all_3,15
gpt2_small,text,0.124,12,camel,doctor,False,mean_diff,L10,10,0.83,single_deep,10.0,all_tokens,0.4,1.0,0.6,15,6,all_3,15
gpt2_small,text,0.124,12,camel,lock,False,mean_diff,L10,10,0.83,single_deep,10.0,all_tokens,0.36363636363636365,1.0,0.6363636363636364,11,4,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L10,10,0.83,single_deep,15.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,carpenter,False,mean_diff,L10,10,0.83,single_deep,15.0,all_tokens,0.5,1.0,0.5,8,4,all_3,15
gpt2_small,text,0.124,12,camel,painter,False,mean_diff,L10,10,0.83,single_deep,15.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,9,3,all_3,15
gpt2_small,text,0.124,12,camel,bird,False,mean_diff,L10,10,0.83,single_deep,15.0,all_tokens,0.8333333333333334,1.0,0.16666666666666663,12,10,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,L10,10,0.83,single_deep,20.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,violin,False,mean_diff,L10,10,0.83,single_deep,20.0,all_tokens,0.26666666666666666,1.0,0.7333333333333334,15,4,all_3,15
gpt2_small,text,0.124,12,camel,horse,False,mean_diff,L10,10,0.83,single_deep,20.0,all_tokens,0.9375,1.0,0.0625,16,15,all_3,15
gpt2_small,text,0.124,12,camel,snowman,False,mean_diff,L10,10,0.83,single_deep,20.0,all_tokens,0.2,1.0,0.8,5,1,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,doctor,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,15,5,all_3,15
gpt2_small,text,0.124,12,camel,pirate,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.36363636363636365,1.0,0.6363636363636364,11,4,all_3,15
gpt2_small,text,0.124,12,camel,bee,False,mean_diff,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.5882352941176471,1.0,0.4117647058823529,17,10,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,violin,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.2,1.0,0.8,15,3,all_3,15
gpt2_small,text,0.124,12,camel,horse,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.875,1.0,0.125,16,14,all_3,15
gpt2_small,text,0.124,12,camel,snowman,False,mean_diff,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.2,1.0,0.8,5,1,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.7333333333333333,1.0,0.2666666666666667,15,11,all_3,15
gpt2_small,text,0.124,12,camel,musician,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.0,1.0,1.0,8,0,all_3,15
gpt2_small,text,0.124,12,camel,painter,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.2222222222222222,1.0,0.7777777777777778,9,2,all_3,15
gpt2_small,text,0.124,12,camel,bee,False,mean_diff,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.6470588235294118,1.0,0.3529411764705882,17,11,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.7333333333333333,1.0,0.2666666666666667,15,11,all_3,15
gpt2_small,text,0.124,12,camel,painter,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.2222222222222222,1.0,0.7777777777777778,9,2,all_3,15
gpt2_small,text,0.124,12,camel,fire,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.25,1.0,0.75,12,3,all_3,15
gpt2_small,text,0.124,12,camel,chef,False,mean_diff,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.2,1.0,0.8,5,1,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,mean_diff,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.7333333333333333,1.0,0.2666666666666667,15,11,all_3,15
gpt2_small,text,0.124,12,camel,candle,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.0,1.0,1.0,10,0,all_3,15
gpt2_small,text,0.124,12,camel,barber,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.42857142857142855,1.0,0.5714285714285714,7,3,all_3,15
gpt2_small,text,0.124,12,camel,squirrel,False,mean_diff,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.5,1.0,0.5,14,7,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L6,6,0.5,single_mid,3.0,all_tokens,0.7333333333333333,1.0,0.2666666666666667,15,11,all_3,15
gpt2_small,text,0.124,12,camel,bird,False,svm,L6,6,0.5,single_mid,3.0,all_tokens,1.0,1.0,0.0,12,12,all_3,15
gpt2_small,text,0.124,12,camel,doctor,False,svm,L6,6,0.5,single_mid,3.0,all_tokens,1.0,1.0,0.0,15,15,all_3,15
gpt2_small,text,0.124,12,camel,bee,False,svm,L6,6,0.5,single_mid,3.0,all_tokens,1.0,1.0,0.0,17,17,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L6,6,0.5,single_mid,6.0,all_tokens,0.6666666666666666,1.0,0.33333333333333337,15,10,all_3,15
gpt2_small,text,0.124,12,camel,knight,False,svm,L6,6,0.5,single_mid,6.0,all_tokens,0.8888888888888888,1.0,0.11111111111111116,9,8,all_3,15
gpt2_small,text,0.124,12,camel,fire,False,svm,L6,6,0.5,single_mid,6.0,all_tokens,0.75,1.0,0.25,12,9,all_3,15
gpt2_small,text,0.124,12,camel,squirrel,False,svm,L6,6,0.5,single_mid,6.0,all_tokens,0.9285714285714286,1.0,0.0714285714285714,14,13,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L6,6,0.5,single_mid,10.0,all_tokens,0.4666666666666667,1.0,0.5333333333333333,15,7,all_3,15
gpt2_small,text,0.124,12,camel,candle,False,svm,L6,6,0.5,single_mid,10.0,all_tokens,0.9,1.0,0.09999999999999998,10,9,all_3,15
gpt2_small,text,0.124,12,camel,snowman,False,svm,L6,6,0.5,single_mid,10.0,all_tokens,0.6,1.0,0.4,5,3,all_3,15
gpt2_small,text,0.124,12,camel,barber,False,svm,L6,6,0.5,single_mid,10.0,all_tokens,0.7142857142857143,1.0,0.2857142857142857,7,5,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L6,6,0.5,single_mid,15.0,all_tokens,0.26666666666666666,1.0,0.7333333333333334,15,4,all_3,15
gpt2_small,text,0.124,12,camel,carpenter,False,svm,L6,6,0.5,single_mid,15.0,all_tokens,0.5,1.0,0.5,8,4,all_3,15
gpt2_small,text,0.124,12,camel,horse,False,svm,L6,6,0.5,single_mid,15.0,all_tokens,0.75,1.0,0.25,16,12,all_3,15
gpt2_small,text,0.124,12,camel,tailor,False,svm,L6,6,0.5,single_mid,15.0,all_tokens,0.6666666666666666,1.0,0.33333333333333337,6,4,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L6,6,0.5,single_mid,20.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,15,5,all_3,15
gpt2_small,text,0.124,12,camel,chef,False,svm,L6,6,0.5,single_mid,20.0,all_tokens,0.6,1.0,0.4,5,3,all_3,15
gpt2_small,text,0.124,12,camel,dentist,False,svm,L6,6,0.5,single_mid,20.0,all_tokens,0.625,1.0,0.375,8,5,all_3,15
gpt2_small,text,0.124,12,camel,squirrel,False,svm,L6,6,0.5,single_mid,20.0,all_tokens,0.7857142857142857,1.0,0.2142857142857143,14,11,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L9,9,0.75,single_late,3.0,all_tokens,0.9333333333333333,1.0,0.06666666666666665,15,14,all_3,15
gpt2_small,text,0.124,12,camel,toothbrush,False,svm,L9,9,0.75,single_late,3.0,all_tokens,1.0,1.0,0.0,10,10,all_3,15
gpt2_small,text,0.124,12,camel,writer,False,svm,L9,9,0.75,single_late,3.0,all_tokens,1.0,1.0,0.0,10,10,all_3,15
gpt2_small,text,0.124,12,camel,candle,False,svm,L9,9,0.75,single_late,3.0,all_tokens,0.9,1.0,0.09999999999999998,10,9,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L9,9,0.75,single_late,6.0,all_tokens,0.6,1.0,0.4,15,9,all_3,15
gpt2_small,text,0.124,12,camel,doctor,False,svm,L9,9,0.75,single_late,6.0,all_tokens,1.0,1.0,0.0,15,15,all_3,15
gpt2_small,text,0.124,12,camel,barber,False,svm,L9,9,0.75,single_late,6.0,all_tokens,0.8571428571428571,1.0,0.1428571428571429,7,6,all_3,15
gpt2_small,text,0.124,12,camel,carpenter,False,svm,L9,9,0.75,single_late,6.0,all_tokens,0.875,1.0,0.125,8,7,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L9,9,0.75,single_late,10.0,all_tokens,0.26666666666666666,1.0,0.7333333333333334,15,4,all_3,15
gpt2_small,text,0.124,12,camel,toothbrush,False,svm,L9,9,0.75,single_late,10.0,all_tokens,0.9,1.0,0.09999999999999998,10,9,all_3,15
gpt2_small,text,0.124,12,camel,horse,False,svm,L9,9,0.75,single_late,10.0,all_tokens,0.9375,1.0,0.0625,16,15,all_3,15
gpt2_small,text,0.124,12,camel,baker,False,svm,L9,9,0.75,single_late,10.0,all_tokens,0.8333333333333334,1.0,0.16666666666666663,12,10,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L9,9,0.75,single_late,15.0,all_tokens,0.26666666666666666,1.0,0.7333333333333334,15,4,all_3,15
gpt2_small,text,0.124,12,camel,dentist,False,svm,L9,9,0.75,single_late,15.0,all_tokens,0.875,1.0,0.125,8,7,all_3,15
gpt2_small,text,0.124,12,camel,doctor,False,svm,L9,9,0.75,single_late,15.0,all_tokens,0.6,1.0,0.4,15,9,all_3,15
gpt2_small,text,0.124,12,camel,fire,False,svm,L9,9,0.75,single_late,15.0,all_tokens,0.8333333333333334,1.0,0.16666666666666663,12,10,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L9,9,0.75,single_late,20.0,all_tokens,0.2,1.0,0.8,15,3,all_3,15
gpt2_small,text,0.124,12,camel,barber,False,svm,L9,9,0.75,single_late,20.0,all_tokens,0.5714285714285714,1.0,0.4285714285714286,7,4,all_3,15
gpt2_small,text,0.124,12,camel,spider,False,svm,L9,9,0.75,single_late,20.0,all_tokens,0.6666666666666666,1.0,0.33333333333333337,15,10,all_3,15
gpt2_small,text,0.124,12,camel,fire,False,svm,L9,9,0.75,single_late,20.0,all_tokens,0.6666666666666666,1.0,0.33333333333333337,12,8,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L10,10,0.83,single_deep,3.0,all_tokens,1.0,1.0,0.0,15,15,all_3,15
gpt2_small,text,0.124,12,camel,candle,False,svm,L10,10,0.83,single_deep,3.0,all_tokens,0.9,1.0,0.09999999999999998,10,9,all_3,15
gpt2_small,text,0.124,12,camel,tailor,False,svm,L10,10,0.83,single_deep,3.0,all_tokens,1.0,1.0,0.0,6,6,all_3,15
gpt2_small,text,0.124,12,camel,chef,False,svm,L10,10,0.83,single_deep,3.0,all_tokens,1.0,1.0,0.0,5,5,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L10,10,0.83,single_deep,6.0,all_tokens,0.7333333333333333,1.0,0.2666666666666667,15,11,all_3,15
gpt2_small,text,0.124,12,camel,violin,False,svm,L10,10,0.83,single_deep,6.0,all_tokens,0.8,1.0,0.19999999999999996,15,12,all_3,15
gpt2_small,text,0.124,12,camel,writer,False,svm,L10,10,0.83,single_deep,6.0,all_tokens,1.0,1.0,0.0,10,10,all_3,15
gpt2_small,text,0.124,12,camel,painter,False,svm,L10,10,0.83,single_deep,6.0,all_tokens,1.0,1.0,0.0,9,9,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L10,10,0.83,single_deep,10.0,all_tokens,0.4,1.0,0.6,15,6,all_3,15
gpt2_small,text,0.124,12,camel,doctor,False,svm,L10,10,0.83,single_deep,10.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,snowman,False,svm,L10,10,0.83,single_deep,10.0,all_tokens,1.0,1.0,0.0,5,5,all_3,15
gpt2_small,text,0.124,12,camel,spider,False,svm,L10,10,0.83,single_deep,10.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L10,10,0.83,single_deep,15.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,15,5,all_3,15
gpt2_small,text,0.124,12,camel,carpenter,False,svm,L10,10,0.83,single_deep,15.0,all_tokens,0.75,1.0,0.25,8,6,all_3,15
gpt2_small,text,0.124,12,camel,writer,False,svm,L10,10,0.83,single_deep,15.0,all_tokens,1.0,1.0,0.0,10,10,all_3,15
gpt2_small,text,0.124,12,camel,dentist,False,svm,L10,10,0.83,single_deep,15.0,all_tokens,0.875,1.0,0.125,8,7,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,L10,10,0.83,single_deep,20.0,all_tokens,0.2,1.0,0.8,15,3,all_3,15
gpt2_small,text,0.124,12,camel,baker,False,svm,L10,10,0.83,single_deep,20.0,all_tokens,0.9166666666666666,1.0,0.08333333333333337,12,11,all_3,15
gpt2_small,text,0.124,12,camel,knight,False,svm,L10,10,0.83,single_deep,20.0,all_tokens,0.7777777777777778,1.0,0.2222222222222222,9,7,all_3,15
gpt2_small,text,0.124,12,camel,spider,False,svm,L10,10,0.83,single_deep,20.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.8666666666666667,1.0,0.1333333333333333,15,13,all_3,15
gpt2_small,text,0.124,12,camel,violin,False,svm,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.8,1.0,0.19999999999999996,15,12,all_3,15
gpt2_small,text,0.124,12,camel,carpenter,False,svm,all_layers,-1,1.0,all_layers,3.0,all_tokens,0.875,1.0,0.125,8,7,all_3,15
gpt2_small,text,0.124,12,camel,painter,False,svm,all_layers,-1,1.0,all_layers,3.0,all_tokens,1.0,1.0,0.0,9,9,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.26666666666666666,1.0,0.7333333333333334,15,4,all_3,15
gpt2_small,text,0.124,12,camel,barber,False,svm,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.42857142857142855,1.0,0.5714285714285714,7,3,all_3,15
gpt2_small,text,0.124,12,camel,musician,False,svm,all_layers,-1,1.0,all_layers,6.0,all_tokens,1.0,1.0,0.0,8,8,all_3,15
gpt2_small,text,0.124,12,camel,carpenter,False,svm,all_layers,-1,1.0,all_layers,6.0,all_tokens,0.375,1.0,0.625,8,3,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.13333333333333333,1.0,0.8666666666666667,15,2,all_3,15
gpt2_small,text,0.124,12,camel,pirate,False,svm,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.2727272727272727,1.0,0.7272727272727273,11,3,all_3,15
gpt2_small,text,0.124,12,camel,carpenter,False,svm,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.25,1.0,0.75,8,2,all_3,15
gpt2_small,text,0.124,12,camel,painter,False,svm,all_layers,-1,1.0,all_layers,10.0,all_tokens,0.2222222222222222,1.0,0.7777777777777778,9,2,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.0,1.0,1.0,15,0,all_3,15
gpt2_small,text,0.124,12,camel,horse,False,svm,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.5,1.0,0.5,16,8,all_3,15
gpt2_small,text,0.124,12,camel,knight,False,svm,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,9,3,all_3,15
gpt2_small,text,0.124,12,camel,violin,False,svm,all_layers,-1,1.0,all_layers,15.0,all_tokens,0.4666666666666667,1.0,0.5333333333333333,15,7,all_3,15
gpt2_small,text,0.124,12,camel,camel,True,svm,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.0,1.0,1.0,15,0,all_3,15
gpt2_small,text,0.124,12,camel,snowman,False,svm,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.6,1.0,0.4,5,3,all_3,15
gpt2_small,text,0.124,12,camel,bird,False,svm,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.5833333333333334,1.0,0.41666666666666663,12,7,all_3,15
gpt2_small,text,0.124,12,camel,carpenter,False,svm,all_layers,-1,1.0,all_layers,20.0,all_tokens,0.125,1.0,0.875,8,1,all_3,15
gpt2_small,text,0.124,12,squirrel,squirrel,True,mean_diff,L6,6,0.5,single_mid,3.0,all_tokens,0.8571428571428571,1.0,0.1428571428571429,14,12,text_only,14
gpt2_small,text,0.124,12,squirrel,doctor,False,mean_diff,L6,6,0.5,single_mid,3.0,all_tokens,0.26666666666666666,1.0,0.7333333333333334,15,4,text_only,14
gpt2_small,text,0.124,12,squirrel,tailor,False,mean_diff,L6,6,0.5,single_mid,3.0,all_tokens,0.0,1.0,1.0,6,0,text_only,14
gpt2_small,text,0.124,12,squirrel,horse,False,mean_diff,L6,6,0.5,single_mid,3.0,all_tokens,0.8125,1.0,0.1875,16,13,text_only,14
gpt2_small,text,0.124,12,squirrel,squirrel,True,mean_diff,L6,6,0.5,single_mid,6.0,all_tokens,0.8571428571428571,1.0,0.1428571428571429,14,12,text_only,14
gpt2_small,text,0.124,12,squirrel,knight,False,mean_diff,L6,6,0.5,single_mid,6.0,all_tokens,0.1111111111111111,1.0,0.8888888888888888,9,1,text_only,14
gpt2_small,text,0.124,12,squirrel,bee,False,mean_diff,L6,6,0.5,single_mid,6.0,all_tokens,0.47058823529411764,1.0,0.5294117647058824,17,8,text_only,14
gpt2_small,text,0.124,12,squirrel,penguin,False,mean_diff,L6,6,0.5,single_mid,6.0,all_tokens,0.4666666666666667,1.0,0.5333333333333333,15,7,text_only,14
gpt2_small,text,0.124,12,squirrel,squirrel,True,mean_diff,L6,6,0.5,single_mid,10.0,all_tokens,0.8571428571428571,1.0,0.1428571428571429,14,12,text_only,14
gpt2_small,text,0.124,12,squirrel,carpenter,False,mean_diff,L6,6,0.5,single_mid,10.0,all_tokens,0.5,1.0,0.5,8,4,text_only,14
gpt2_small,text,0.124,12,squirrel,painter,False,mean_diff,L6,6,0.5,single_mid,10.0,all_tokens,0.3333333333333333,1.0,0.6666666666666667,9,3,text_only,14
gpt2_small,text,0.124,12,squirrel,camel,False,mean_diff,L6,6,0.5,single_mid,10.0,all_tokens,0.4,1.0,0.6,15,6,text_only,14
gpt2_small,text,0.124,12,squirrel,squirrel,True,mean_diff,L6,6,0.5,single_mid,15.0,all_tokens,0.8571428571428571,1.0,0.1428571428571429,14,12,text_only,14
